po_id,warehouse_id,supplier_id,order_date,product_category,order_priority,quantity_ordered,total_cost
PO003866,W018,SUP0055,2024-09-15,Personal Care,Standard,1021,163356.62
PO003867,W002,SUP0043,2024-04-11,Stationery,Standard,289,12835.26
PO003868,W015,SUP0089,2024-06-13,Grocery,Bulk,746,42364.83
PO003869,W027,SUP0014,2024-03-29,Apparel,Standard,985,352399.14
PO003870,W009,SUP0025,2026-05-31,Grocery,Standard,436,27910.38
PO003871,W015,SUP0020,2025-07-30,Grocery,Urgent,262,16014.84
PO003872,W022,SUP0150,2024-10-22,Apparel,Standard,777,261070.47
PO003873,W001,SUP0053,2026-07-11,Home & Kitchen,Standard,927,408958.12
PO003874,W007,SUP0032,2024-02-06,Home & Kitchen,Bulk,522,226264.84
PO003875,W010,SUP0091,2024-06-23,Electronics,Standard,53,139015.09
PO003876,W029,SUP0048,2024-01-24,Apparel,Bulk,3484,1202370.73
PO003877,W023,SUP0014,2025-05-03,Grocery,Bulk,1268,72217.36
PO003878,W020,SUP0061,2025-10-06,Electronics,Urgent,220,452109.74
PO003879,W006,SUP0066,2024-05-04,Home & Kitchen,Urgent,310,129179.63
PO003880,W027,SUP0137,2025-09-04,Grocery,Bulk,4495,305641.7
PO003881,W006,SUP0109,2025-01-02,Furniture,Bulk,2272,9150190.02
PO003882,W026,SUP0037,2024-11-11,Stationery,Standard,855,33450.57
PO003883,W006,SUP0070,2025-05-03,Home & Kitchen,Standard,970,417315.58
PO003884,W030,SUP0051,2024-12-31,Personal Care,Standard,201,29095.56
PO003885,W001,SUP0046,2024-03-30,Home & Kitchen,Standard,1160,610403.01
PO003886,W002,SUP0102,2025-10-16,Home & Kitchen,Standard,187,89478.82
PO003887,W028,SUP0132,2026-07-29,Personal Care,Bulk,4861,684271.69
PO003888,W004,SUP0076,2024-12-15,Grocery,Standard,125,7744.53
PO003889,W018,SUP0095,2024-01-10,Electronics,Urgent,323,775650.0
PO003890,W009,SUP0059,2025-05-11,Stationery,Bulk,2869,118420.99
PO003891,W018,SUP0020,2025-11-23,Apparel,Standard,849,233293.8
PO003892,W019,SUP0129,2025-02-28,Electronics,Urgent,392,787500.37
PO003893,W014,SUP0020,2026-06-12,Personal Care,Bulk,1512,231139.43
PO003894,W015,SUP0138,2025-02-27,Personal Care,Urgent,326,47378.01
PO003895,W024,SUP0116,2024-08-18,Apparel,Standard,527,151131.79
PO003896,W005,SUP0140,2026-05-15,Grocery,Standard,1146,80248.88
PO003897,W023,SUP0047,2024-10-03,Grocery,Bulk,3929,240777.11
PO003898,W001,SUP0133,2024-01-24,Home & Kitchen,Standard,778,337797.61
PO003899,W026,SUP0054,2024-07-25,Apparel,Standard,577,163669.43
PO003900,W011,SUP0062,2025-04-26,Electronics,Standard,464,895476.47
PO003901,W022,SUP0089,2024-12-27,Grocery,Bulk,1340,92942.22
PO003902,W004,SUP0021,2025-07-07,Home & Kitchen,Urgent,210,110114.35
PO003903,W030,SUP0087,2025-04-15,Grocery,Standard,1062,69224.12
PO003904,W029,SUP0079,2024-04-29,Electronics,Bulk,3887,8960815.86
PO003905,W028,SUP0087,2025-02-06,Electronics,Urgent,372,887190.54
PO003906,W027,SUP0086,2024-06-19,Electronics,Standard,793,1597364.96
PO003907,W025,SUP0062,2026-01-31,Apparel,Bulk,2004,711926.73
PO003908,W001,SUP0084,2024-10-17,Stationery,Standard,461,23846.18
PO003909,W014,SUP0104,2024-05-25,Electronics,Urgent,74,182212.54
PO003910,W005,SUP0045,2024-10-25,Grocery,Standard,747,38899.85
PO003911,W001,SUP0076,2024-07-09,Apparel,Standard,329,94333.19
PO003912,W023,SUP0009,2024-09-27,Grocery,Bulk,3160,175935.16
PO003913,W030,SUP0023,2024-11-16,Furniture,Standard,701,2672592.82
PO003914,W030,SUP0087,2025-02-09,Home & Kitchen,Urgent,368,155820.4
PO003915,W010,SUP0018,2025-07-08,Electronics,Standard,369,877994.15
PO003916,W006,SUP0085,2026-07-08,Grocery,Bulk,692,44144.41
PO003917,W019,SUP0061,2024-11-25,Apparel,Urgent,90,26353.02
PO003918,W003,SUP0057,2024-09-30,Stationery,Standard,652,28544.07
PO003919,W027,SUP0037,2024-03-30,Electronics,Bulk,1666,3794441.9
PO003920,W028,SUP0092,2025-03-26,Grocery,Urgent,221,14805.58
PO003921,W019,SUP0042,2024-05-16,Apparel,Standard,698,198772.99
PO003922,W028,SUP0038,2026-04-12,Home & Kitchen,Standard,209,91735.17
PO003923,W005,SUP0015,2024-07-02,Home & Kitchen,Bulk,3662,1670392.6
PO003924,W028,SUP0104,2024-04-18,Apparel,Standard,1117,344152.26
PO003925,W008,SUP0027,2024-08-02,Grocery,Urgent,150,8580.06
PO003926,W015,SUP0045,2024-02-09,Grocery,Urgent,177,10159.05
PO003927,W029,SUP0021,2026-02-26,Personal Care,Urgent,298,40785.01
PO003928,W015,SUP0058,2025-12-26,Apparel,Standard,144,42012.21
PO003929,W027,SUP0020,2025-08-16,Home & Kitchen,Standard,1080,571876.08
PO003930,W005,SUP0033,2025-05-17,Home & Kitchen,Standard,505,280664.29
PO003931,W001,SUP0028,2024-11-02,Apparel,Bulk,2600,912122.6
PO003932,W030,SUP0079,2025-12-01,Electronics,Standard,639,1255047.71
PO003933,W029,SUP0083,2024-09-26,Grocery,Bulk,1821,115277.65
PO003934,W026,SUP0133,2025-03-16,Grocery,Standard,917,46779.96
PO003935,W015,SUP0082,2024-08-26,Grocery,Standard,1068,57861.36
PO003936,W006,SUP0056,2026-03-26,Grocery,Standard,650,46629.44
PO003937,W001,SUP0106,2024-01-03,Furniture,Standard,452,1896418.84
PO003938,W027,SUP0066,2026-04-09,Apparel,Bulk,1978,661369.29
PO003939,W029,SUP0060,2024-10-31,Grocery,Bulk,4152,271412.85
PO003940,W006,SUP0115,2026-03-05,Electronics,Urgent,362,854782.59
PO003941,W021,SUP0135,2025-11-30,Personal Care,Standard,1173,169656.72
PO003942,W015,SUP0124,2024-04-17,Grocery,Standard,914,65663.77
PO003943,W015,SUP0087,2024-05-25,Stationery,Bulk,2818,151068.21
PO003944,W015,SUP0145,2025-02-28,Electronics,Standard,555,1066139.46
PO003945,W015,SUP0131,2024-05-17,Grocery,Standard,998,64255.75
PO003946,W001,SUP0053,2025-08-12,Stationery,Standard,646,29157.91
PO003947,W006,SUP0065,2025-12-27,Electronics,Urgent,130,322570.82
PO003948,W006,SUP0124,2025-07-09,Apparel,Standard,924,348440.63
PO003949,W011,SUP0106,2025-07-03,Personal Care,Standard,963,119848.7
PO003950,W010,SUP0110,2024-01-17,Grocery,Standard,432,22102.95
PO003951,W030,SUP0068,2024-06-16,Electronics,Standard,823,1942950.6
PO003952,W029,SUP0069,2025-05-23,Furniture,Standard,759,3130357.36
PO003953,W023,SUP0091,2025-04-02,Electronics,Standard,689,1510895.14
PO003954,W010,SUP0002,2024-04-29,Apparel,Standard,906,311730.71
PO003955,W018,SUP0072,2024-10-13,Home & Kitchen,Standard,162,67166.92
PO003956,W014,SUP0027,2025-07-26,Grocery,Urgent,160,10394.6
PO003957,W010,SUP0147,2026-03-13,Apparel,Urgent,312,105100.23
PO003958,W027,SUP0107,2025-12-06,Electronics,Standard,1156,2383158.91
PO003959,W026,SUP0078,2024-10-08,Home & Kitchen,Standard,1167,595594.68
PO003960,W023,SUP0139,2024-03-15,Grocery,Bulk,3775,265683.12
PO003961,W010,SUP0018,2026-04-23,Personal Care,Urgent,312,42287.09
PO003962,W011,SUP0066,2025-08-19,Apparel,Bulk,3213,1212561.45
PO003963,W009,SUP0021,2024-01-17,Grocery,Urgent,135,7723.66
PO003964,W022,SUP0114,2026-01-16,Grocery,Standard,434,25476.56
PO003965,W024,SUP0022,2025-07-09,Furniture,Standard,399,1453986.65
PO003966,W027,SUP0132,2026-04-08,Grocery,Bulk,4865,260635.21
PO003967,W018,SUP0117,2024-05-28,Home & Kitchen,Standard,299,146927.22
PO003968,W008,SUP0148,2024-07-08,Grocery,Bulk,1623,108621.17
PO003969,W027,SUP0037,2024-07-18,Electronics,Standard,1064,2615665.51
PO003970,W020,SUP0055,2025-06-30,Stationery,Urgent,50,2369.69
PO003971,W030,SUP0085,2024-11-13,Stationery,Standard,536,28564.77
PO003972,W010,SUP0063,2026-03-17,Furniture,Standard,252,998461.38
PO003973,W004,SUP0059,2026-03-15,Stationery,Standard,814,37523.67
PO003974,W027,SUP0035,2024-10-30,Apparel,Urgent,190,56064.05
PO003975,W001,SUP0013,2025-08-01,Apparel,Bulk,4804,1440959.65
PO003976,W004,SUP0116,2024-12-11,Furniture,Bulk,517,1772120.24
PO003977,W019,SUP0087,2026-02-23,Personal Care,Standard,329,39412.48
PO003978,W023,SUP0055,2025-01-16,Grocery,Urgent,53,3285.66
PO003979,W006,SUP0046,2025-11-18,Grocery,Standard,54,3529.05
PO003980,W001,SUP0091,2024-05-05,Furniture,Urgent,84,258940.24
PO003981,W017,SUP0114,2025-08-29,Home & Kitchen,Standard,546,303737.96
PO003982,W026,SUP0023,2025-02-13,Grocery,Standard,519,32510.08
PO003983,W030,SUP0052,2026-01-01,Apparel,Standard,703,252251.4
PO003984,W008,SUP0087,2025-10-14,Apparel,Standard,1072,295519.48
PO003985,W008,SUP0001,2025-12-20,Apparel,Standard,416,134995.0
PO003986,W023,SUP0112,2024-08-11,Grocery,Standard,935,57107.4
PO003987,W026,SUP0129,2024-08-20,Furniture,Standard,233,945335.45
PO003988,W007,SUP0132,2025-08-30,Apparel,Urgent,123,33973.4
PO003989,W002,SUP0033,2025-06-07,Apparel,Standard,436,126175.36
PO003990,W006,SUP0042,2024-03-07,Grocery,Standard,912,64569.77
PO003991,W006,SUP0139,2026-07-29,Apparel,Standard,77,20970.37
PO003992,W015,SUP0142,2025-03-11,Grocery,Standard,503,35427.0
PO003993,W005,SUP0040,2025-07-15,Home & Kitchen,Bulk,2384,1325968.32
PO003994,W001,SUP0135,2026-07-22,Stationery,Bulk,800,36828.53
PO003995,W030,SUP0147,2024-06-07,Grocery,Urgent,133,9134.02
PO003996,W019,SUP0051,2026-03-24,Personal Care,Urgent,321,52565.1
PO003997,W001,SUP0113,2025-03-08,Home & Kitchen,Standard,84,36977.97
PO003998,W023,SUP0016,2025-10-28,Electronics,Standard,430,817191.76
PO003999,W005,SUP0020,2025-09-26,Grocery,Standard,235,13196.06
PO004000,W011,SUP0128,2026-03-08,Home & Kitchen,Urgent,383,205033.84
PO004001,W017,SUP0056,2026-04-28,Apparel,Standard,490,137585.67
PO004002,W024,SUP0087,2025-10-28,Apparel,Standard,1193,341717.67
PO004003,W030,SUP0017,2025-02-11,Grocery,Urgent,218,15666.92
PO004004,W006,SUP0032,2026-02-19,Electronics,Urgent,380,763911.67
PO004005,W001,SUP0116,2024-02-12,Grocery,Urgent,313,20423.98
PO004006,W005,SUP0099,2024-11-13,Electronics,Standard,253,560872.8
PO004007,W009,SUP0149,2026-02-27,Furniture,Standard,1032,4173529.25
PO004008,W006,SUP0054,2024-01-26,Home & Kitchen,Standard,667,281731.71
PO004009,W012,SUP0140,2025-10-15,Electronics,Standard,319,714217.76
PO004010,W012,SUP0071,2025-08-01,Grocery,Bulk,698,42591.92
PO004011,W030,SUP0078,2024-03-16,Furniture,Standard,978,3071461.05
PO004012,W030,SUP0028,2025-05-09,Electronics,Bulk,3017,7221745.57
PO004013,W012,SUP0052,2024-02-15,Home & Kitchen,Standard,290,145130.87
PO004014,W009,SUP0003,2024-02-08,Electronics,Standard,988,2032360.41
PO004015,W028,SUP0001,2026-04-15,Home & Kitchen,Bulk,1332,608364.87
PO004016,W023,SUP0033,2025-12-14,Personal Care,Bulk,4044,551919.81
PO004017,W028,SUP0085,2024-10-28,Grocery,Standard,1153,79501.58
PO004018,W012,SUP0104,2026-02-21,Personal Care,Standard,114,14533.91
PO004019,W001,SUP0147,2024-12-28,Grocery,Standard,125,8478.76
PO004020,W008,SUP0026,2026-07-06,Apparel,Standard,50,18654.21
PO004021,W005,SUP0144,2024-12-07,Personal Care,Standard,506,84156.48
PO004022,W020,SUP0047,2026-07-18,Electronics,Bulk,2074,4451645.55
PO004023,W019,SUP0135,2024-06-30,Personal Care,Bulk,2393,381734.13
PO004024,W002,SUP0100,2025-02-04,Electronics,Bulk,3862,8553869.86
PO004025,W027,SUP0074,2024-06-15,Apparel,Standard,203,62744.12
PO004026,W022,SUP0095,2026-07-20,Electronics,Standard,517,1364786.8
PO004027,W012,SUP0017,2025-05-16,Furniture,Bulk,3146,12688852.55
PO004028,W012,SUP0053,2025-06-05,Grocery,Standard,930,65019.11
PO004029,W014,SUP0097,2026-06-07,Home & Kitchen,Standard,553,245398.53
PO004030,W022,SUP0009,2025-09-18,Home & Kitchen,Urgent,191,106558.37
PO004031,W015,SUP0110,2025-08-04,Home & Kitchen,Bulk,1704,781658.02
PO004032,W029,SUP0007,2025-12-16,Electronics,Standard,86,197857.36
PO004033,W020,SUP0048,2024-07-31,Personal Care,Standard,934,150378.48
PO004034,W009,SUP0101,2024-06-25,Stationery,Urgent,368,17680.81
PO004035,W026,SUP0064,2025-02-23,Electronics,Standard,57,126864.44
PO004036,W018,SUP0095,2025-09-16,Apparel,Bulk,3750,1312514.54
PO004037,W005,SUP0056,2025-06-23,Grocery,Urgent,47,3368.13
PO004038,W022,SUP0104,2024-02-25,Personal Care,Standard,543,77241.7
PO004039,W029,SUP0072,2026-07-27,Grocery,Standard,408,25625.69
PO004040,W014,SUP0112,2025-05-26,Personal Care,Standard,836,104856.21
PO004041,W018,SUP0044,2026-06-07,Electronics,Standard,235,534722.99
PO004042,W001,SUP0063,2024-07-29,Personal Care,Urgent,340,41268.18
PO004043,W001,SUP0116,2025-08-20,Grocery,Standard,1192,79771.06
PO004044,W006,SUP0033,2024-03-29,Apparel,Standard,1106,410976.43
PO004045,W030,SUP0018,2025-01-08,Home & Kitchen,Standard,565,301545.65
PO004046,W002,SUP0001,2025-10-01,Furniture,Urgent,95,394716.54
PO004047,W008,SUP0020,2024-10-02,Personal Care,Standard,429,63178.5
PO004048,W021,SUP0106,2024-07-26,Apparel,Bulk,3316,1159018.05
PO004049,W028,SUP0114,2024-06-11,Grocery,Urgent,221,14029.4
PO004050,W030,SUP0065,2026-04-16,Grocery,Standard,59,3071.53
PO004051,W020,SUP0113,2026-04-24,Electronics,Standard,982,2448073.36
PO004052,W001,SUP0061,2025-12-11,Grocery,Standard,105,7091.8
PO004053,W012,SUP0112,2025-06-06,Grocery,Standard,107,5624.5
PO004054,W029,SUP0140,2024-03-05,Apparel,Bulk,4322,1547637.54
PO004055,W008,SUP0134,2024-12-16,Furniture,Standard,173,563831.06
PO004056,W001,SUP0053,2025-04-16,Apparel,Urgent,196,72895.81
PO004057,W029,SUP0117,2024-02-07,Stationery,Standard,495,24280.75
PO004058,W028,SUP0102,2024-10-08,Home & Kitchen,Standard,488,242642.88
PO004059,W024,SUP0023,2024-07-29,Apparel,Standard,801,301553.22
PO004060,W004,SUP0066,2025-07-19,Furniture,Standard,446,1577676.07
PO004061,W024,SUP0101,2024-01-29,Apparel,Standard,957,309905.35
PO004062,W003,SUP0032,2025-09-28,Apparel,Standard,548,192781.51
PO004063,W006,SUP0135,2026-06-29,Grocery,Standard,373,24997.54
PO004064,W001,SUP0141,2024-12-04,Grocery,Standard,326,21634.55
PO004065,W005,SUP0117,2026-07-29,Furniture,Bulk,3532,10657899.53
PO004066,W028,SUP0034,2025-08-08,Electronics,Bulk,1775,4345826.08
PO004067,W025,SUP0039,2024-01-03,Grocery,Standard,332,18514.53
PO004068,W022,SUP0059,2024-04-18,Home & Kitchen,Standard,1048,536240.22
PO004069,W019,SUP0115,2024-04-26,Grocery,Standard,256,15059.69
PO004070,W006,SUP0099,2024-04-21,Personal Care,Bulk,3083,450451.05
PO004071,W002,SUP0147,2025-07-03,Apparel,Standard,208,61553.89
PO004072,W006,SUP0079,2024-09-16,Personal Care,Urgent,63,9070.98
PO004073,W027,SUP0121,2025-04-15,Grocery,Bulk,1985,119430.68
PO004074,W015,SUP0015,2025-06-10,Personal Care,Urgent,94,14541.46
PO004075,W001,SUP0107,2025-07-27,Electronics,Urgent,127,321878.7
PO004076,W007,SUP0032,2024-03-11,Grocery,Bulk,1280,67469.67
PO004077,W013,SUP0131,2024-03-31,Home & Kitchen,Standard,449,188369.47
PO004078,W005,SUP0106,2025-04-03,Stationery,Urgent,108,5561.77
PO004079,W002,SUP0109,2024-08-09,Grocery,Standard,69,4057.62
PO004080,W015,SUP0067,2026-07-17,Stationery,Standard,348,17511.25
PO004081,W028,SUP0045,2024-06-12,Home & Kitchen,Standard,243,101096.74
PO004082,W006,SUP0107,2024-09-02,Personal Care,Bulk,1569,189918.7
PO004083,W012,SUP0021,2025-04-18,Furniture,Bulk,4169,14642388.68
PO004084,W027,SUP0023,2025-06-18,Home & Kitchen,Bulk,2927,1329349.03
PO004085,W018,SUP0047,2025-09-28,Home & Kitchen,Bulk,4243,2288135.45
PO004086,W020,SUP0034,2025-06-27,Electronics,Bulk,4079,10659277.16
PO004087,W023,SUP0054,2024-10-16,Grocery,Standard,117,7002.7
PO004088,W027,SUP0095,2026-06-23,Stationery,Standard,1078,49866.9
PO004089,W001,SUP0081,2026-07-15,Electronics,Urgent,116,306087.8
PO004090,W018,SUP0078,2026-05-27,Grocery,Bulk,1024,61653.91
PO004091,W002,SUP0071,2024-05-22,Apparel,Urgent,341,104531.24
PO004092,W004,SUP0084,2026-05-09,Electronics,Urgent,325,692368.15
PO004093,W001,SUP0048,2024-03-27,Furniture,Standard,644,1936895.87
PO004094,W005,SUP0148,2025-07-13,Grocery,Standard,125,6867.41
PO004095,W027,SUP0089,2024-01-31,Grocery,Standard,363,18964.57
PO004096,W004,SUP0079,2025-11-05,Furniture,Bulk,4591,14865696.44
PO004097,W001,SUP0055,2024-04-10,Apparel,Bulk,1357,438423.41
PO004098,W006,SUP0083,2025-09-01,Home & Kitchen,Standard,758,374304.92
PO004099,W026,SUP0128,2024-10-28,Stationery,Urgent,249,9589.96
PO004100,W016,SUP0115,2025-11-29,Grocery,Standard,926,50519.17
PO004101,W017,SUP0047,2025-12-19,Personal Care,Standard,646,88878.29
PO004102,W022,SUP0004,2024-03-28,Personal Care,Standard,735,121965.89
PO004103,W008,SUP0035,2025-11-08,Grocery,Standard,1086,75377.48
PO004104,W026,SUP0021,2024-05-19,Home & Kitchen,Standard,1079,533672.88
PO004105,W015,SUP0110,2024-10-09,Home & Kitchen,Bulk,4742,2708222.27
PO004106,W008,SUP0017,2024-07-28,Grocery,Standard,704,44312.96
PO004107,W006,SUP0107,2024-12-03,Home & Kitchen,Standard,543,305107.95
PO004108,W030,SUP0023,2025-05-21,Grocery,Bulk,3419,187962.8
PO004109,W026,SUP0069,2026-08-02,Furniture,Standard,497,1585672.02
PO004110,W017,SUP0018,2024-05-17,Grocery,Urgent,181,11364.39
PO004111,W015,SUP0114,2024-01-15,Personal Care,Bulk,4767,640634.59
PO004112,W019,SUP0080,2024-07-24,Electronics,Standard,521,1185161.61
PO004113,W001,SUP0051,2025-01-09,Personal Care,Bulk,1515,230822.57
PO004114,W002,SUP0020,2024-10-25,Electronics,Standard,523,1080252.65
PO004115,W021,SUP0138,2025-10-11,Grocery,Bulk,4601,288131.7
PO004116,W022,SUP0035,2025-03-26,Home & Kitchen,Standard,701,313359.75
PO004117,W028,SUP0031,2025-03-29,Electronics,Bulk,4317,9137151.94
PO004118,W019,SUP0093,2026-06-22,Personal Care,Bulk,4337,605982.52
PO004119,W025,SUP0100,2024-07-25,Grocery,Standard,212,10930.42
PO004120,W018,SUP0036,2026-05-15,Grocery,Bulk,3905,203701.87
PO004121,W011,SUP0134,2025-10-26,Grocery,Standard,1019,59110.88
PO004122,W013,SUP0093,2026-03-24,Grocery,Standard,660,47337.45
PO004123,W030,SUP0046,2026-06-28,Electronics,Standard,1121,2827972.18
PO004124,W030,SUP0023,2026-04-03,Apparel,Bulk,1692,470940.49
PO004125,W028,SUP0067,2025-03-18,Stationery,Standard,572,26300.68
PO004126,W018,SUP0081,2026-01-10,Personal Care,Standard,883,135143.28
PO004127,W005,SUP0116,2024-10-15,Grocery,Bulk,2571,156154.85
PO004128,W001,SUP0086,2026-04-27,Stationery,Urgent,238,11848.59
PO004129,W029,SUP0045,2025-12-25,Furniture,Bulk,4813,19713073.38
PO004130,W002,SUP0101,2024-06-28,Electronics,Standard,627,1408388.43
PO004131,W009,SUP0087,2025-05-13,Home & Kitchen,Bulk,672,375561.57
PO004132,W027,SUP0022,2026-02-13,Personal Care,Standard,968,119960.02
PO004133,W005,SUP0083,2024-02-07,Stationery,Standard,281,14138.87
PO004134,W027,SUP0044,2025-10-06,Home & Kitchen,Urgent,264,139389.04
PO004135,W006,SUP0040,2025-08-11,Apparel,Standard,894,341264.98
PO004136,W026,SUP0106,2025-09-12,Grocery,Bulk,801,52463.26
PO004137,W023,SUP0115,2025-07-01,Apparel,Standard,1006,330359.61
PO004138,W007,SUP0078,2025-11-15,Home & Kitchen,Bulk,3688,1702020.16
PO004139,W009,SUP0134,2026-02-19,Grocery,Standard,167,10396.44
PO004140,W009,SUP0098,2025-10-13,Grocery,Bulk,1315,89766.42
PO004141,W018,SUP0018,2025-12-10,Electronics,Bulk,712,1776262.99
PO004142,W029,SUP0015,2025-03-22,Apparel,Standard,84,23744.47
PO004143,W017,SUP0075,2025-06-04,Grocery,Bulk,4424,305348.35
PO004144,W012,SUP0115,2026-02-06,Furniture,Bulk,3054,11029111.5
PO004145,W010,SUP0040,2024-03-29,Home & Kitchen,Standard,835,352893.39
PO004146,W005,SUP0076,2024-11-21,Grocery,Standard,652,42773.24
PO004147,W022,SUP0036,2024-02-07,Grocery,Urgent,323,18004.36
PO004148,W015,SUP0137,2024-03-21,Furniture,Standard,1097,3886496.03
PO004149,W028,SUP0110,2024-06-07,Grocery,Standard,596,30923.83
PO004150,W015,SUP0076,2024-01-27,Home & Kitchen,Standard,58,26206.51
PO004151,W030,SUP0062,2024-10-21,Electronics,Urgent,249,583735.16
PO004152,W012,SUP0020,2024-06-25,Personal Care,Standard,1070,158003.02
PO004153,W015,SUP0017,2024-02-23,Home & Kitchen,Urgent,59,30040.41
PO004154,W005,SUP0034,2025-01-05,Grocery,Urgent,109,7634.35
PO004155,W026,SUP0118,2025-04-19,Home & Kitchen,Urgent,268,132012.08
PO004156,W001,SUP0144,2024-02-19,Electronics,Standard,1035,1967983.77
PO004157,W005,SUP0136,2026-02-09,Electronics,Standard,770,1475027.68
PO004158,W008,SUP0059,2025-11-16,Stationery,Standard,124,6167.18
PO004159,W027,SUP0036,2024-10-18,Grocery,Standard,610,39014.0
PO004160,W019,SUP0118,2024-08-10,Stationery,Urgent,327,16285.16
PO004161,W008,SUP0094,2024-01-31,Grocery,Bulk,1246,82380.62
PO004162,W029,SUP0148,2024-06-02,Home & Kitchen,Bulk,1912,1033732.84
PO004163,W027,SUP0014,2026-05-25,Home & Kitchen,Standard,706,349376.57
PO004164,W001,SUP0100,2025-07-02,Furniture,Urgent,125,378971.09
PO004165,W006,SUP0052,2025-03-24,Home & Kitchen,Bulk,4913,2285702.03
PO004166,W023,SUP0004,2025-09-23,Home & Kitchen,Standard,508,235958.44
PO004167,W027,SUP0076,2025-08-06,Grocery,Standard,314,21491.86
PO004168,W025,SUP0121,2025-03-27,Home & Kitchen,Standard,348,174254.25
PO004169,W028,SUP0021,2025-09-25,Furniture,Urgent,67,248168.02
PO004170,W003,SUP0126,2025-02-04,Electronics,Standard,163,311452.83
PO004171,W001,SUP0012,2025-01-20,Personal Care,Urgent,139,17066.71
PO004172,W012,SUP0075,2025-03-28,Apparel,Urgent,128,35151.14
PO004173,W001,SUP0069,2024-07-26,Apparel,Standard,117,34676.18
PO004174,W022,SUP0036,2024-04-04,Home & Kitchen,Standard,911,430654.43
PO004175,W029,SUP0103,2025-01-28,Grocery,Bulk,1654,118586.01
PO004176,W012,SUP0039,2025-10-19,Apparel,Bulk,1217,360107.38
PO004177,W018,SUP0005,2024-02-09,Apparel,Standard,558,188642.17
PO004178,W010,SUP0143,2025-11-19,Personal Care,Standard,347,56666.97
PO004179,W004,SUP0018,2026-04-20,Grocery,Standard,603,36032.54
PO004180,W002,SUP0053,2025-01-19,Apparel,Standard,354,103513.26
PO004181,W023,SUP0080,2025-08-08,Grocery,Standard,1093,63820.47
PO004182,W029,SUP0063,2025-11-07,Grocery,Standard,506,26584.34
PO004183,W009,SUP0145,2024-05-29,Stationery,Bulk,1879,85426.02
PO004184,W003,SUP0065,2025-09-25,Home & Kitchen,Bulk,905,444139.07
PO004185,W027,SUP0019,2024-12-06,Personal Care,Standard,1134,174069.42
PO004186,W006,SUP0127,2024-03-28,Apparel,Standard,504,147324.17
PO004187,W025,SUP0017,2024-01-06,Personal Care,Urgent,79,11266.05
PO004188,W021,SUP0093,2024-02-01,Electronics,Bulk,2390,5173105.14
PO004189,W008,SUP0111,2025-05-05,Apparel,Standard,395,125942.59
PO004190,W015,SUP0007,2025-03-31,Grocery,Standard,1069,66879.44
PO004191,W010,SUP0060,2024-06-13,Stationery,Bulk,3992,178904.69
PO004192,W003,SUP0099,2024-10-29,Home & Kitchen,Standard,778,319303.84
PO004193,W006,SUP0006,2025-07-26,Grocery,Standard,766,49109.74
PO004194,W018,SUP0106,2024-03-21,Grocery,Standard,109,5612.31
PO004195,W026,SUP0090,2026-01-08,Personal Care,Urgent,351,45883.98
PO004196,W002,SUP0095,2025-10-08,Grocery,Standard,810,55882.32
PO004197,W005,SUP0069,2026-03-18,Electronics,Bulk,3875,8770559.61
PO004198,W001,SUP0034,2026-06-08,Home & Kitchen,Standard,496,281512.82
PO004199,W030,SUP0079,2024-03-30,Apparel,Standard,748,205657.45
PO004200,W002,SUP0142,2026-08-04,Home & Kitchen,Bulk,1638,820398.25
PO004201,W010,SUP0035,2026-05-17,Apparel,Standard,668,188986.35
PO004202,W001,SUP0097,2026-08-07,Grocery,Standard,587,32072.64
PO004203,W015,SUP0002,2025-09-26,Personal Care,Standard,584,91851.76
PO004204,W020,SUP0007,2026-07-15,Apparel,Bulk,2210,835465.43
PO004205,W016,SUP0017,2026-04-23,Apparel,Standard,464,155388.32
PO004206,W022,SUP0005,2024-01-20,Grocery,Standard,657,40754.62
PO004207,W005,SUP0109,2026-01-05,Apparel,Bulk,4643,1520992.83
PO004208,W029,SUP0103,2026-02-02,Electronics,Standard,261,495105.82
PO004209,W025,SUP0013,2025-07-26,Grocery,Bulk,937,54494.8
PO004210,W005,SUP0138,2026-03-16,Home & Kitchen,Standard,430,231066.47
PO004211,W013,SUP0047,2024-11-08,Electronics,Standard,547,1093791.11
PO004212,W001,SUP0129,2024-09-19,Furniture,Standard,458,1519162.73
PO004213,W027,SUP0098,2025-01-30,Apparel,Urgent,268,76527.62
PO004214,W029,SUP0069,2026-08-01,Apparel,Standard,294,100206.35
PO004215,W016,SUP0068,2026-01-24,Grocery,Bulk,2571,176214.76
PO004216,W009,SUP0089,2026-06-03,Stationery,Standard,347,15424.47
PO004217,W027,SUP0026,2025-08-31,Electronics,Bulk,1565,3358333.14
PO004218,W009,SUP0006,2026-01-12,Electronics,Bulk,3785,8618178.22
PO004219,W001,SUP0124,2024-06-30,Grocery,Standard,825,43244.68
PO004220,W022,SUP0130,2025-08-05,Home & Kitchen,Standard,1133,645896.36
PO004221,W011,SUP0143,2024-05-04,Grocery,Standard,1179,68156.24
PO004222,W030,SUP0054,2025-10-16,Grocery,Standard,547,37427.51
PO004223,W015,SUP0126,2024-05-27,Grocery,Standard,943,54392.04
PO004224,W002,SUP0007,2026-06-17,Grocery,Urgent,68,4376.85
PO004225,W026,SUP0065,2025-08-17,Apparel,Standard,146,50067.93
PO004226,W030,SUP0010,2025-09-11,Grocery,Standard,1135,69606.14
